Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
28 jun 2023,CI,Hualpén,Camino a Lenga,null,1137,596.7142857142857,14
26 nov 2023,CI,Los Ángeles,Ruta Q-105,null,4298.75,478.25,14
2 dic 2023,CI,Chiguayante,Miguel Grau,null,557,1097.6666666666667,14
1 ene 2024,CI,San Pedro de la Paz,O'Carrol,null,509,487.5,14
26 mar 2024,CI,Talcahuano,Aníbal Pinto,null,512,458,14
13 jul 2023,CI,Tomé,Manuel Montt,null,533,818,14
14 feb 2024,CI,Tomé,,null,4952,558.8571428571429,14
29 nov 2023,CI,Los Ángeles,Ruta Q-503,null,907.2,441.8,14
7 oct 2023,CI,Concepción,San Martín,null,692.5,795,14
6 sept 2023,CI,Los Ángeles,Av. Francisco Encina,null,515,649,14
11 may 2024,CI,Los Ángeles,Ruta Q-61,null,4047,276.75,14
4 nov 2023,CI,Los Ángeles,Lientur,null,561.5,828.5,14
3 may 2024,CI,Hualpén,Océano Pacífico,null,723,1485.5,14
1 nov 2023,CI,Tomé,,null,4017,521.1428571428571,14
20 dic 2023,CI,Hualpén,,null,2289,548.7,14
19 feb 2024,CI,Hualpén,Playa Ramuntcho,null,865,1033,14
22 oct 2023,CI,Hualqui,Ruta O-722,null,2147.714285714286,230.28571428571428,14
16 ago 2023,CI,Talcahuano,Jaime Repullo,null,652,622,14
9 abr 2024,CI,Los Ángeles,Rengo,null,508,314,14
15 feb 2024,CI,Hualpén,Gibraltar,null,523,551,14
9 feb 2024,CI,Concepción,Ongolmo,null,627,539,14
3 abr 2024,CI,Los Ángeles,Libertador Bernardo O'Higgins,null,574,613,14
25 feb 2024,CI,Hualqui,Ruta Q-60-O,null,3683,447.5,14
6 nov 2023,CI,Concepción,Las Heras,null,630,760,14
3 ago 2023,CI,Los Ángeles,Don Víctor,null,945,673,14
10 feb 2024,CI,Concepción,Ruta O-690,null,1315,3316.5714285714284,14
8 ago 2023,CI,Los Ángeles,Balmaceda,null,567,474.5,14
28 jul 2023,CI,Hualpén,Camino a Lenga,null,1137,7474.5,14
22 jul 2023,CI,Los Ángeles,Ruta Q-35,null,572,566.3333333333334,14
17 oct 2023,CI,Los Ángeles,Rengo,null,807,894,14
6 ene 2024,CI,Hualpén,Playa Ramuntcho,null,865,541.1428571428571,14
2 nov 2023,CI,Los Ángeles,Baquedano,null,707,566,14
11 feb 2024,CI,Talcahuano,Camino a Lenga,null,1258.6,5400.2,14
19 sept 2023,CI,Chiguayante,Progreso,null,574,278,14
7 ene 2024,CI,Talcahuano,Calle I,null,556,548.5,14
4 mar 2024,CI,Chiguayante,Ruta 156,null,930,544,14
26 dic 2023,CI,Los Ángeles,Lautaro,null,578,887.5,14
18 dic 2023,CI,Talcahuano,Av. Cristóbal Colón,null,592,545,14
21 feb 2024,CI,Hualpén,Ruta O-474,null,1792,542.3333333333334,14
6 sept 2023,CI,Hualpén,Suecia,null,714,1410,14
20 sept 2023,CI,Hualqui,El Águila,null,789.6666666666666,375.6666666666667,14
9 dic 2023,CI,San Pedro de la Paz,Av. Costanera,null,1186.2857142857142,734,14
6 nov 2023,CI,Chiguayante,Ruta 156,HAZARD,558,1128,14
14 mar 2024,CI,Hualpén,Bulgaria,null,596,539,14
22 ene 2024,CI,Los Ángeles,Ruta Q-35,null,3165.8,418.6,14
20 ene 2024,CI,Tomé,Ruta O-294,null,3222,378,14
6 oct 2023,CI,Hualqui,Ruta O-670,null,5460.25,609.125,14
26 ene 2024,CI,Hualpén,Ruta O-474,null,1483.857142857143,371.14285714285717,14
23 jun 2023,CI,Concepción,Granada,null,519,549,14
3 abr 2024,CI,San Pedro de la Paz,Av. 6 Poniente,null,901,439,14
28 ago 2023,CI,Los Ángeles,Colo Colo,null,772,694,13
8 mar 2024,CI,Chiguayante,Ruta Q-60-O,HAZARD,3100,181,13
3 nov 2023,CI,Chiguayante,Ruta 156,HAZARD,2233,123,13
7 ago 2023,CI,Tomé,Manuel Montt,null,1139,469,13
28 mar 2024,CI,Concepción,Calle de servicio,null,600,494,13
25 mar 2024,CI,Los Ángeles,Av. Francisco Encina,null,670,660.5,13
18 oct 2023,CI,Concepción,Aníbal Pinto,null,790,574,13
31 ene 2024,CI,Los Ángeles,Ruta Q-501,null,783,800.75,13
4 jul 2023,CI,Talcahuano,La Marina,null,693,463,13
8 ene 2024,CI,Chiguayante,Ruta 156,null,2233,840,13
30 nov 2023,CI,Talcahuano,Av. Jorge Alessandri,null,3546,518,13
2 jul 2023,CI,Concepción,Ongolmo,null,516,856,13
26 oct 2023,CI,Los Ángeles,Doctor Manuel Rioseco,null,753,528,13
5 dic 2023,CI,Tomé,Diego Portales,null,562,472,13
4 mar 2024,CI,Talcahuano,Almirante Villarroel,null,505,450,13
30 sept 2023,CI,Los Ángeles,Doctor Manuel Rioseco,null,599.75,506.5,13
3 dic 2023,CI,Los Ángeles,Ruta Q-61,HAZARD,2911,210.75,13
24 abr 2024,CI,Concepción,Cruz,null,642,505,13
10 nov 2023,CI,Talcahuano,Jaime Repullo,null,1615,570,13
5 mar 2024,CI,Los Ángeles,San Pablo,null,566,474,13
9 ago 2023,CI,Concepción,Acceso Kingston College,null,551.2,1167.6,13
2 ago 2023,CI,Talcahuano,Aníbal Pinto,null,560,905,13
7 may 2024,CI,Tomé,Av. Enrique Molina Garmendia,null,993.5,508.5,13
11 feb 2024,CI,Concepción,Martínez de Rozas,null,877,498,13
3 dic 2023,CI,San Pedro de la Paz,Av. Costanera,null,528,538,13
21 oct 2023,CI,San Pedro de la Paz,Nueva 1,null,1066,753,13
29 jun 2023,CI,Concepción,Desiderio Sanhueza,null,631,481,13
2 ago 2023,CI,Tomé,Mariano Egaña,null,892,694,13
10 ene 2024,CI,Chiguayante,Arturo Prat,null,596,409,13
29 jun 2023,CI,Los Ángeles,Av. Ricardo Vicuña,null,682,954,13
3 may 2024,CI,Tomé,Diego Portales,HAZARD,779,585,13
23 sept 2023,CI,Concepción,Caupolicán,null,507,885,13
4 oct 2023,CI,Los Ángeles,Orompello,null,704,643,13
11 ago 2023,CI,Concepción,Valencia,null,509,488,13
27 jul 2023,CI,Concepción,Pascual Binimelis,null,791,368.75,13
6 oct 2023,CI,Concepción,Obispo Hipólito Salas,null,511,790.5,13
15 nov 2023,CI,Chiguayante,Ruta 156,null,1721.25,224.25,13
2 sept 2023,CI,Concepción,Las Heras,null,757,489,13
9 mar 2024,CI,Hualpén,Camino a Lenga,null,852.5,792,13
21 jul 2023,CI,Los Ángeles,Colón,null,974,1337,13
15 mar 2024,CI,San Pedro de la Paz,Av. Central,null,831,639.5,13
17 feb 2024,CI,Hualpén,Playa Ramuntcho,null,865,4394.833333333333,13
5 sept 2023,CI,Concepción,Madrigal,null,501,1143,13
30 jun 2023,CI,Talcahuano,Aníbal Pinto,null,560,704,13
23 nov 2023,CI,Chiguayante,Ruta 156,HAZARD,569,427,13
16 nov 2023,CI,Chiguayante,Ruta 156,HAZARD,2419,806,13
9 sept 2023,CI,Los Ángeles,Ruta Q-35,null,928.8333333333334,482.8333333333333,13
26 abr 2024,CI,Los Ángeles,Ruta Q-250,null,5380.8,358.2,13
22 dic 2023,CI,Chiguayante,Ruta 156,null,2419,655,13
21 sept 2023,CI,Talcahuano,Av. Blanco Encalada,null,561,485,13
8 nov 2023,CI,Chiguayante,Libertad,null,969,945,13
9 jul 2023,CI,Talcahuano,La Vega,null,577,646.6666666666666,13
14 feb 2024,CI,Concepción,Ongolmo,null,511,569,13
9 ene 2024,CI,San Pedro de la Paz,Ruta 156,ACCIDENT,3481,2886,13
24 sept 2023,CI,Los Ángeles,Rinconada de Quilque,null,1297,854,13
4 sept 2023,CI,Talcahuano,Camino a Lenga,null,796,109,13
24 dic 2023,CI,Los Ángeles,Ruta 5 Sur,null,1262,224,13
26 sept 2023,CI,Los Ángeles,Patricio Lynch,null,572,679,12
6 ago 2023,CI,Hualpén,Ruta O-478,null,1027,868.4,12
5 jul 2023,CI,Talcahuano,Av. Jorge Montt,null,564,2388.6666666666665,12
12 may 2024,CI,Los Ángeles,Ruta Q-35,null,2560.6666666666665,747.6666666666666,12
30 oct 2023,CI,Concepción,Av. Vicuña Mackenna,null,993,573,12
10 feb 2024,CI,Los Ángeles,,null,999,592,12
29 abr 2024,CI,Hualqui,Ruta Q-60-O,null,3310.3333333333335,692.1666666666666,12
10 nov 2023,CI,Talcahuano,Ruta O-480,null,1485,431.6666666666667,12
28 sept 2023,CI,Los Ángeles,Don Víctor,null,813.75,535.5,12
12 oct 2023,CI,Chiguayante,Ruta Q-60-O,null,626,1292,12
24 feb 2024,CI,Hualpén,Ruta O-478,null,1508,6810.5,12
8 may 2024,CI,San Pedro de la Paz,Av. Costanera,null,972,1311.3333333333333,12
5 dic 2023,CI,Los Ángeles,Ruta Q-105,null,2494.2,838.2,12
15 ago 2023,CI,San Pedro de la Paz,Ernesto Pinto Lagarrigue,ACCIDENT,949,445,12
18 oct 2023,CI,Concepción,Calle de servicio,null,600,3496.5,12
14 feb 2024,CI,Los Ángeles,Lientur,null,506,771,12
2 ene 2024,CI,Los Ángeles,,null,1501,449.5,12
4 nov 2023,CI,Hualqui,La Cuesta,null,1452,900.3333333333334,12
25 jun 2023,CI,Los Ángeles,Av. Alemania,null,819,467,12
22 mar 2024,CI,Tomé,Ruta N-14-O,null,691,340,12
9 ene 2024,CI,Hualpén,Ruta O-470,null,592,515.6666666666666,12
2 jul 2023,CI,Concepción,Ainavillo,null,635,856,12
24 mar 2024,CI,Hualpén,Calle de servicio,null,1105,484,12
8 ene 2024,CI,Hualpén,Ruta O-478,null,1542,1589,12
3 dic 2023,CI,Hualqui,Ruta O-680,null,2994.25,1239.25,12
4 ene 2024,CI,Concepción,Las Heras,null,528,528.25,12
11 jul 2023,CI,Los Ángeles,Colo Colo,null,801,840,12
15 ago 2023,CI,Concepción,Angol,null,549,707.5,12
23 jul 2023,CI,Hualpén,Av. Curanilahue,null,639,421.5,12
11 nov 2023,CI,Los Ángeles,Ruta Q-503,null,995,507.25,12
6 ago 2023,CI,Talcahuano,Av. Blanco Encalada,null,1058.75,506,12
19 ago 2023,CI,Los Ángeles,Colo Colo,null,642.5,791.5,12
8 mar 2024,CI,Hualpén,Camino a Lenga,null,947,576,12
9 ago 2023,CI,Los Ángeles,Ruta Q-530,null,2651,17889.666666666668,12
7 ago 2023,CI,Hualqui,Ruta O-670,null,3731,237.83333333333334,12
17 ene 2024,CI,Hualpén,Camino a Lenga,null,1137,710.5,12
19 jul 2023,CI,Hualpén,Arteaga Alemparte,null,557,496,12
28 jul 2023,CI,Los Ángeles,Ruta Q-296,null,1184,262,12
21 dic 2023,CI,Hualpén,Camino a Lenga,null,1137,774,12
2 nov 2023,CI,Los Ángeles,Ruta Q-61,HAZARD,3741,318,12
14 feb 2024,CI,Tomé,O-298 Rafael - Quillay - El Arrayan,null,5270.5,444.1666666666667,12
18 ago 2023,CI,Los Ángeles,Don Víctor,null,778.5,460.25,12
4 ene 2024,CI,Chiguayante,Av. Nahuelbuta,null,761,524,12
15 may 2024,CI,Talcahuano,Michimalongo,null,520,362,12
9 ago 2023,CI,Los Ángeles,Ruta Q-501,null,714,934.5,12
16 ago 2023,CI,Los Ángeles,Ruta Q-34,null,624,494.3333333333333,12
24 jul 2023,CI,Tomé,Av. Ramón León Luco,null,603,595.6666666666666,12
2 jul 2023,CI,Los Ángeles,Ruta Q-105,null,4916,448.3333333333333,12
5 oct 2023,CI,Los Ángeles,Ruta Q-105,null,776,520.6666666666666,12
2 abr 2024,CI,Los Ángeles,Laguna Verde,null,516,534,12
24 jul 2023,CI,Concepción,Av. Chacabuco,null,630,528,12
12 sept 2023,CI,Talcahuano,Av. Jorge Alessandri,null,2593.1666666666665,427.1666666666667,12
25 oct 2023,CI,Hualpén,Arteaga Alemparte,null,510,572,12
24 sept 2023,CI,Los Ángeles,Ruta Q-503,null,1693.5,338.75,12
29 feb 2024,CI,Los Ángeles,Orompello,null,527,338,12
7 mar 2024,CI,Hualpén,Camino a Lenga,null,1042.25,565.25,12
2 dic 2023,CI,Los Ángeles,Camino a Cantarana,null,675,4490.5,12
3 oct 2023,CI,Los Ángeles,Av. Francisco Encina,null,534,563,12
26 ago 2023,CI,Concepción,Lautaro,null,506,594,12
24 dic 2023,CI,Hualpén,Grecia,null,683,443,12
19 feb 2024,CI,Concepción,Calle de servicio,null,1117,512,12
25 sept 2023,CI,Concepción,Cruz,ROAD_CLOSED,636,424.6666666666667,12
7 dic 2023,CI,Talcahuano,Jaime Repullo,null,1156.6666666666667,294,12
2 nov 2023,CI,Tomé,Av. Ramón León Luco,null,537,558.25,12
7 ago 2023,CI,Hualpén,,null,2098,848.5,12
18 oct 2023,CI,Los Ángeles,Almagro,null,730,799,12
3 ene 2024,CI,Hualpén,Playa Ramuntcho,null,865,549.8333333333334,12
25 ago 2023,CI,Los Ángeles,Calle Local,null,730,795.25,12
6 nov 2023,CI,Los Ángeles,Baquedano,null,886,672.5,12
23 feb 2024,CI,Concepción,Libertador General Bernardo O'Higgins,null,1017,568,12
25 sept 2023,CI,Los Ángeles,Camino Las Trancas,null,552.4,1297,12
30 oct 2023,CI,Los Ángeles,Av. Tucapel,null,620,888,12
24 ago 2023,CI,Hualpén,Camino a Lenga,null,758,4567.25,12
11 abr 2024,CI,Los Ángeles,Doctor Manuel Rioseco,null,653.25,649.25,12
18 dic 2023,CI,Hualpén,Caleta Costanera,null,990.25,1544.5,12
15 abr 2024,CI,Los Ángeles,Ruta Q-61,null,1170,400.5,12
27 sept 2023,CI,Los Ángeles,Ruta Q-148,null,4730.5,370.1666666666667,12
5 oct 2023,CI,Tomé,Ruta 126 / Los Conquistadores,null,5099.75,368.4166666666667,12
31 oct 2023,CI,Concepción,Av. Manuel Rodríguez,null,509,731.5,12
20 abr 2024,CI,Chiguayante,Porvenir,null,622,448,12
1 oct 2023,CI,Hualpén,Camino a Lenga,null,1137,453,12
8 jul 2023,CI,Los Ángeles,Colo Colo,null,906,644,12
7 dic 2023,CI,Talcahuano,Av. Tumbes,null,929.5,553,12
9 jul 2023,CI,San Pedro de la Paz,Av. William Condom,null,692,1275.5,12
4 dic 2023,CI,Talcahuano,Av. Gran Bretaña,null,519,535.6666666666666,12
17 nov 2023,CI,Chiguayante,Ruta 156,null,2419,489.5,12
28 jul 2023,CI,Los Ángeles,Patricio Lynch,null,572,599,12
6 sept 2023,CI,Concepción,Calle de servicio,null,600,1689,12
14 sept 2023,CI,Los Ángeles,José Miguel Infante,null,751,668.5,12
9 dic 2023,CI,Concepción,Obispo Hipólito Salas,null,503,457,12
19 mar 2024,CI,San Pedro de la Paz,Ernesto Pinto Lagarrigue,null,986,336.5,12
11 may 2024,CI,Los Ángeles,,null,931,780.1666666666666,12
24 feb 2024,CI,Hualpén,Playa Ramuntcho,null,865,598.3333333333334,12
26 nov 2023,CI,Los Ángeles,Ruta Q-35,HAZARD,3065,484,12
20 ago 2023,CI,Concepción,Av. Zañartu,null,554,706,12
3 oct 2023,CI,Hualpén,Arteaga Alemparte,null,638,1545.6666666666667,12
22 mar 2024,CI,Los Ángeles,Ruta Q-34,null,1030,519,12
15 ago 2023,CI,Concepción,Puente Chacabuco,null,549,498,12
5 may 2024,CI,Chiguayante,Ruta 156,null,4584.142857142857,503.14285714285717,12
4 mar 2024,CI,Concepción,Desiderio Sanhueza,null,566,464,12
29 nov 2023,CI,Los Ángeles,Servicios,null,2343.5,580.5,12
17 oct 2023,CI,Los Ángeles,Ruta Q-110,null,3310.3333333333335,1137.3333333333333,12
4 feb 2024,CI,Chiguayante,Ruta 156,null,2244,192.5,12
8 may 2024,CI,Los Ángeles,Caupolicán,null,643,628,12
5 ene 2024,CI,San Pedro de la Paz,Camino del Árbol,null,525,759.25,12
4 jul 2023,CI,Los Ángeles,Condell,null,715,990,12
14 jul 2023,CI,Los Ángeles,Ruta Q-61,null,4644.166666666667,338.6666666666667,12
14 ene 2024,CI,Hualqui,Ruta Q-60-O,null,710,804,12
16 ago 2023,CI,Tomé,Av. Enrique Molina Garmendia,null,607,621,12
5 mar 2024,CI,Concepción,Prieto,null,628,420,12
16 sept 2023,CI,Hualpén,Bulgaria,null,587,585.5,12
25 ago 2023,CI,Tomé,Sotomayor,null,565,784.5,12
17 dic 2023,CI,Los Ángeles,Juan Antonio Coloma,null,531,440,12
28 abr 2024,CI,Hualpén,Camino a Lenga,null,1105.3333333333333,832.8333333333334,12
19 oct 2023,CI,San Pedro de la Paz,Av. Portal San Pedro,null,737,1389.3333333333333,12
10 ago 2023,CI,Los Ángeles,Ruta Q-520,null,742,510.8333333333333,12
20 jul 2023,CI,Los Ángeles,Laguna Verde,null,757,710,12
17 feb 2024,CI,Los Ángeles,Ruta Q-200,null,1909,310,12
9 sept 2023,CI,Talcahuano,Aníbal Pinto,null,560,670,11
28 sept 2023,CI,Los Ángeles,Colo Colo,null,968,798,11
29 abr 2024,CI,Los Ángeles,Balbino Sanhueza,null,518,906,11
25 feb 2024,CI,Hualpén,Playa Ramuntcho,null,865,592.4,11
17 jul 2023,CI,Concepción,Lautaro,null,557,788,11
8 sept 2023,CI,Los Ángeles,Don Víctor,null,638.25,378,11
12 nov 2023,CI,Tomé,Ruta 126 / Los Conquistadores,null,657,513.875,11
13 oct 2023,CI,Concepción,Janequeo,null,643,1109,11
26 oct 2023,CI,Los Ángeles,Libertador Bernardo O'Higgins,null,575,1061,11
26 oct 2023,CI,Concepción,Calle de servicio,null,501,531,11
25 dic 2023,CI,Hualpén,Playa Ramuntcho,null,865,911.5,11
1 ene 2024,CI,Hualqui,Ruta O-670,null,4291,521.6666666666666,11
12 oct 2023,CI,Talcahuano,Las Hortensias,null,537,802,11
15 nov 2023,CI,Los Ángeles,Ruta Q-61,HAZARD,2622,457.8333333333333,11
18 sept 2023,CI,Concepción,Cochrane,null,758,774,11
30 oct 2023,CI,San Pedro de la Paz,Av. San Pedro,null,617,574,11
30 dic 2023,CI,Concepción,Martínez de Rozas,null,624,664,11
1 nov 2023,CI,Los Ángeles,Ruta Q-61,HAZARD,1824,456.5,11
8 dic 2023,CI,Hualpén,Calle de servicio,null,523,435.3333333333333,11
13 oct 2023,CI,Hualpén,Caleta Costanera,null,749.4,642.8,11
19 dic 2023,CI,Los Ángeles,Av. Las Industrias,ACCIDENT,1275,411,11
18 dic 2023,CI,Tomé,Ruta 126 / Los Conquistadores,null,6332.4,480.6,11
4 ago 2023,CI,Los Ángeles,Doctor Manuel Rioseco,null,663,811.5,11
7 ago 2023,CI,Talcahuano,Aníbal Pinto,null,560,882,11
7 dic 2023,CI,San Pedro de la Paz,Las Araucarias,null,550,571,11
21 ene 2024,CI,Hualpén,Ruta O-474,null,2453.1428571428573,243.42857142857142,11
3 nov 2023,CI,Los Ángeles,Av. Francisco Encina,null,831,631,11
12 mar 2024,CI,Los Ángeles,Manuel Rodríguez,null,716,687,11
6 mar 2024,CI,Chiguayante,Ruta 156,null,2233,647,11
9 ene 2024,CI,Chiguayante,Ruta 156,HAZARD,930,534,11
2 nov 2023,CI,Hualpén,Caleta Costanera,null,1100,1481,11
28 nov 2023,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,715.2,384.2,11
22 feb 2024,CI,Hualpén,Ruta O-474,null,2601.6666666666665,397.3333333333333,11
18 ene 2024,CI,Los Ángeles,Colo Colo,null,536,622,11
24 dic 2023,CI,Talcahuano,Av. Cristóbal Colón,null,519,488,11
26 jun 2023,CI,Concepción,Janequeo,null,502,531,11
13 oct 2023,CI,Los Ángeles,Ruta Q-105,null,6514.333333333333,438.1666666666667,11
17 nov 2023,CI,Los Ángeles,Caupolicán,null,642,427,11
1 dic 2023,CI,Chiguayante,Los Reyes,null,537.6666666666666,417.6666666666667,11
27 sept 2023,CI,Talcahuano,La Marina,null,754,1184,11
15 oct 2023,CI,Concepción,Lleuque,null,507,440,11
9 abr 2024,CI,Los Ángeles,Doctor Manuel Rioseco,null,766,737,11
25 ene 2024,CI,Los Ángeles,Ruta Q-35,null,2361,563.5,11
5 ene 2024,CI,Tomé,Ruta O-294,null,7093.25,531.375,11
4 sept 2023,CI,Los Ángeles,El Avellano,null,789,3240,11
31 oct 2023,CI,Los Ángeles,Av. Las Quintas,null,913,623,11
18 ene 2024,CI,Los Ángeles,Libertador Bernardo O'Higgins,null,542,457,11
17 ago 2023,CI,Tomé,Av. Enrique Molina Garmendia,null,895,406,11
6 nov 2023,CI,Los Ángeles,Laguna Verde,null,729,753.5,11
5 ago 2023,CI,Tomé,Av. Central,null,905,506.5,11
6 abr 2024,CI,Hualpén,Ruta O-474,null,3386.8,388.6,11
29 oct 2023,CI,San Pedro de la Paz,Los Mañíos,null,1115,530,11
20 dic 2023,CI,Talcahuano,Aníbal Pinto,null,560,550,11
12 oct 2023,CI,Talcahuano,Jaime Repullo,ROAD_CLOSED,759,644,11
13 ene 2024,CI,Hualpén,Ruta O-474,null,1519.3333333333333,368.6666666666667,11
19 oct 2023,CI,Los Ángeles,Condell,null,568,706,11
29 abr 2024,CI,Los Ángeles,José Miguel Infante,null,574,678,11
24 nov 2023,CI,Los Ángeles,Doctor Manuel Rioseco,null,668,725,11
12 sept 2023,CI,Los Ángeles,Ruta Q-34,null,1568,3978,11
10 oct 2023,CI,Los Ángeles,Caupolicán,null,642,696,11
27 ago 2023,CI,Hualqui,Ruta Q-60-O,null,4412,437,11
7 may 2024,CI,Los Ángeles,Ruta Q-530,null,1937,406.25,11
6 dic 2023,CI,Los Ángeles,Ruta Q-105,null,5222.5,320,11
16 ene 2024,CI,Los Ángeles,Ruta Q-61,null,972.2,538.2,11
12 abr 2024,CI,Talcahuano,Malaquías Concha,null,594.8,515.2,11
5 dic 2023,CI,Los Ángeles,Ruta Q-61,HAZARD,1890,414,11
23 sept 2023,CI,Hualpén,Camino a Lenga,null,1137,1080,11
3 oct 2023,CI,Concepción,Lincoyán,null,725,650,11
4 feb 2024,CI,Los Ángeles,Ruta Q-503,null,661,588,11
23 ago 2023,CI,Tomé,Sotomayor,null,565,591,11
12 ene 2024,CI,Hualpén,Ruta O-478,null,1594,1106.6666666666667,11
27 oct 2023,CI,Hualqui,Ruta O-670,null,3544,378,11
23 jul 2023,CI,Concepción,Castellón,null,584,807,11
29 nov 2023,CI,Hualpén,Camino a Lenga,null,568,3947.5,11
25 ago 2023,CI,Concepción,Av. Vicuña Mackenna,null,503,605,11
4 nov 2023,CI,Hualpén,Ruta O-478,null,1508,6107.6,11
17 dic 2023,CI,Los Ángeles,Patricio Lynch,null,860,511,11
18 dic 2023,CI,Los Ángeles,Caupolicán,null,642,330,11
6 nov 2023,CI,Concepción,Calle de servicio,null,729,723,11
12 jul 2023,CI,Concepción,Las Heras,null,880,731,11
4 oct 2023,CI,Concepción,Cochrane,null,758,554,11
30 ago 2023,CI,Los Ángeles,El Avellano,null,789,2644,10
3 ene 2024,CI,Los Ángeles,Ruta Q-262,null,6395,670,10
21 sept 2023,CI,Los Ángeles,José Miguel Infante,null,502,942,10
28 ene 2024,CI,San Pedro de la Paz,Ruta 156,null,4546,239.5,10
8 oct 2023,CI,Concepción,Av. Chacabuco,null,630,931,10
29 jun 2023,CI,Talcahuano,La Vega,null,537,683,10
23 abr 2024,CI,San Pedro de la Paz,Av. 4 Norte,null,977,429,10
13 mar 2024,CI,Concepción,Angol,null,622,604,10
31 dic 2023,CI,Tomé,Malaquías Concha,null,629,339.4,10
18 dic 2023,CI,Talcahuano,Río Mapocho,null,677,447.5,10
29 mar 2024,CI,Los Ángeles,Ruta Q-296,null,2617.8,285.6,10
26 mar 2024,CI,Concepción,Ruta 146,null,1222,3295.5,10
8 abr 2024,CI,Los Ángeles,,null,542,507.4,10
17 feb 2024,CI,Talcahuano,Almirante Neff,null,635,529,10
26 jul 2023,CI,Los Ángeles,Ruta Q-503,null,1575.5,378.75,10
28 abr 2024,CI,Los Ángeles,El Avellano,null,1156,480,10
2 abr 2024,CI,Concepción,Martínez de Rozas,null,509,1103,10
5 sept 2023,CI,San Pedro de la Paz,Av. Michaihue,null,585,679,10
20 dic 2023,CI,Los Ángeles,Ruta Q-61,HAZARD,1625,205,10
18 jul 2023,CI,Concepción,Galvarino,null,504,700,10
23 dic 2023,CI,Hualqui,Ruta O-722,null,5562.4,422,10
20 feb 2024,CI,Talcahuano,Valdivia,null,678,889,10
13 feb 2024,CI,Los Ángeles,Ruta Q-300,null,2281,523,10
2 ago 2023,CI,Los Ángeles,,null,1350,557.8,10
4 oct 2023,CI,Los Ángeles,Lientur,null,506,963,10
3 nov 2023,CI,Hualpén,Calle de servicio,null,963,516,10
15 sept 2023,CI,Los Ángeles,Calle Local,null,592,528.3333333333334,10
24 abr 2024,CI,Los Ángeles,Ruta Q-35,null,769,884,10
13 dic 2023,CI,Tomé,Ruta 150,null,3829.6,366.8,10
6 mar 2024,CI,Los Ángeles,Ruta Q-262,null,537,3630.2,10
11 sept 2023,CI,Talcahuano,Av. del Pescador,null,670,642,10
21 feb 2024,CI,Hualpén,,null,2289,575.4,10
17 ene 2024,CI,Los Ángeles,Ruta Q-35,null,2141,375.4,10
15 may 2024,CI,San Pedro de la Paz,Av. Costanera,null,1759.2,603.8,10
17 mar 2024,CI,Tomé,,null,1852,711.2,10
2 ene 2024,CI,Concepción,Castellón,null,717.5,456.25,10
13 ago 2023,CI,Los Ángeles,Mendoza,null,710,530,10
3 ago 2023,CI,Los Ángeles,Bulnes,null,645,941.5,10
9 abr 2024,CI,Hualqui,Ruta O-560,null,4142.2,601,10
16 sept 2023,CI,Concepción,Galvarino,null,629,468,10
25 ene 2024,CI,San Pedro de la Paz,Av. Costanera,null,528,511,10
27 ene 2024,CI,Hualqui,Ramón Freire,null,701,1583.5,10
4 jul 2023,CI,Chiguayante,Cochrane,null,582.3333333333334,467.6666666666667,10
30 ago 2023,CI,Los Ángeles,Colón,null,966,770,10
20 sept 2023,CI,San Pedro de la Paz,Benjamin Subercaseux,null,514,482,10
11 may 2024,CI,Los Ángeles,Ruta Q-200,null,3635.3333333333335,582,10
2 oct 2023,CI,Concepción,Ruta 146,null,4653,430.5,10
16 sept 2023,CI,Los Ángeles,Servicios,null,1975.6,384.2,10
7 dic 2023,CI,Los Ángeles,Calle Local,null,730,3564,10
12 sept 2023,CI,Talcahuano,Río Mapocho,null,626.5,374.5,10
29 abr 2024,CI,Chiguayante,Av. La Alhambra,null,504,589,10
21 oct 2023,CI,Los Ángeles,Ruta Q-300,null,1295,614,10
27 jul 2023,CI,Talcahuano,Av. Desiderio García,null,550,704.5,10
14 nov 2023,CI,Chiguayante,Libertad,null,694.5,478.5,10
29 feb 2024,CI,Talcahuano,Jaime Repullo,null,751,90.5,10
14 abr 2024,CI,Los Ángeles,Ruta Q-200,null,2645.6666666666665,349,10
30 jul 2023,CI,Tomé,Los Almendros,null,616,458,10
5 nov 2023,CI,Los Ángeles,,null,527,616.2,10
18 feb 2024,CI,San Pedro de la Paz,Av. Costanera,null,528,886,10
1 jul 2023,CI,Los Ángeles,,null,2123,359.6666666666667,10
7 oct 2023,CI,Tomé,Ruta N-14-O,null,3016,529,10
26 dic 2023,CI,San Pedro de la Paz,Corredor de Buses Av. Pedro Aguirre Cerda,null,738,431.8,10
23 ago 2023,CI,Concepción,Calle de servicio,null,600,1664.3333333333333,10
9 may 2024,CI,Los Ángeles,Doctor Manuel Rioseco,null,740,680,10
18 oct 2023,CI,San Pedro de la Paz,Corredor de Buses Av. Pedro Aguirre Cerda,null,738,737.6,10
10 nov 2023,CI,Hualpén,Calle de servicio,null,544,766.5,10
17 nov 2023,CI,San Pedro de la Paz,Nueva 1,null,673,691,10
18 feb 2024,CI,Talcahuano,Av. España,null,693,486,10
